"title","year_of_release","genre","rating","platform"
"Juiced",2005,"Racing","T","PS2"
"Juiced",2005,"Racing","T","XB"
"Juiced 2: Hot Import Nights",2007,"Racing","T","DS"
"Juiced 2: Hot Import Nights",2007,"Racing","T","PC"
"Juiced 2: Hot Import Nights",2007,"Racing","T","PS2"
"Juiced 2: Hot Import Nights",2007,"Racing","T","PS3"
"Juiced 2: Hot Import Nights",2007,"Racing","T","PSP"
"Juiced 2: Hot Import Nights",2007,"Racing","T","X360"
"Juiced: Eliminator",2006,"Racing","T","PSP"
"July",1998,"Adventure","","DC"
"Jumble Madness",2009,"Puzzle","E10+","DS"
"Jump Start Pet Rescue",2009,"Misc","","Wii"
"Jump Super Stars",2005,"Fighting","","DS"
"Jump Ultimate Stars",2006,"Fighting","","DS"
"Jumper: Griffin's Story",2008,"Action","T","PS2"
"Jumper: Griffin's Story",2008,"Action","T","Wii"
"Jumper: Griffin's Story",2008,"Action","T","X360"
"Jumping Flash!",1995,"Platform","","PS"
"Jumping Flash! 2",1996,"Platform","","PS"
"JumpStart: Escape from Adventure Island",2009,"Adventure","E","Wii"
"Jungle Hunt",1982,"Platform","","2600"
"Junior Brain Trainer",2008,"Misc","E","DS"
"Junior Brain Trainer 2",2010,"Misc","E","DS"
"Junior Classic Books & Fairytales",2010,"Misc","","DS"
"Junior Classic Games",2009,"Misc","E","DS"
"Junior Island Adventure",2011,"Puzzle","E","DS"
"Junior Mystery Quest",2011,"Puzzle","E","DS"
"Junjou Romanchika: Koi no Doki Doki Daisakusen",2008,"Adventure","","PS2"
"Jupiter Strike",1994,"Shooter","","PS"
"Jurassic Park",1993,"Action","","NES"
"Jurassic Park III: Island Attack",2001,"Adventure","E","GBA"
"Jurassic Park III: Park Builder",2001,"Simulation","E","GBA"
"Jurassic Park: Operation Genesis",2003,"Simulation","T","PC"
"Jurassic Park: Operation Genesis",2003,"Simulation","T","PS2"
"Jurassic Park: Operation Genesis",2003,"Simulation","T","XB"
"Jurassic Park: The Game",0,"Action","T","X360"
"Jurassic: The Hunted",2009,"Shooter","T","PS2"
"Jurassic: The Hunted",2009,"Shooter","T","PS3"
"Jurassic: The Hunted",2009,"Shooter","T","Wii"
"Jurassic: The Hunted",2009,"Shooter","T","X360"
"Just Cause",2006,"Action","M","PC"
"Just Cause",2006,"Action","M","PS2"
"Just Cause",2006,"Action","M","X360"
"Just Cause 2",2010,"Action","M","PC"
"Just Cause 2",2010,"Action","M","PS3"
"Just Cause 2",2010,"Action","M","X360"
"Just Cause 3",2015,"Action","M","PC"
"Just Cause 3",2015,"Action","M","PS4"
"Just Cause 3",2015,"Action","M","XOne"
"Just Dance",2009,"Misc","E10+","Wii"
"Just Dance 2",2010,"Misc","E10+","Wii"
"Just Dance 2: Extra Songs",2011,"Misc","","Wii"
"Just Dance 2014",2013,"Misc","E10+","PS3"
"Just Dance 2014",2013,"Misc","E10+","PS4"
"Just Dance 2014",2013,"Misc","E10+","WiiU"
"Just Dance 2014",2013,"Misc","E10+","X360"
"Just Dance 2014",2013,"Misc","E10+","XOne"
"Just Dance 2015",2014,"Misc","E10+","PS3"
"Just Dance 2015",2014,"Misc","E10+","PS4"
"Just Dance 2015",2014,"Misc","E10+","Wii"
"Just Dance 2015",2014,"Misc","E10+","WiiU"
"Just Dance 2015",2014,"Misc","E10+","X360"
"Just Dance 2015",2014,"Misc","E10+","XOne"
"Just Dance 2016",2015,"Misc","E10+","PS3"
"Just Dance 2016",2015,"Misc","E10+","PS4"
"Just Dance 2016",2015,"Misc","E10+","Wii"
"Just Dance 2016",2015,"Misc","E10+","WiiU"
"Just Dance 2016",2015,"Misc","E10+","X360"
"Just Dance 2016",2015,"Misc","E10+","XOne"
"Just Dance 2017",2016,"Misc","E10+","PS3"
"Just Dance 2017",2016,"Misc","E10+","PS4"
"Just Dance 2017",2016,"Misc","E10+","Wii"
"Just Dance 2017",2016,"Misc","E10+","WiiU"
"Just Dance 2017",2016,"Misc","E10+","X360"
"Just Dance 2017",2016,"Misc","E10+","XOne"
"Just Dance 3",2011,"Misc","E10+","PS3"
"Just Dance 3",2011,"Misc","E10+","Wii"
"Just Dance 3",2011,"Misc","E10+","X360"
"Just Dance 4",2012,"Misc","E10+","PS3"
"Just Dance 4",2012,"Misc","E10+","Wii"
"Just Dance 4",2012,"Misc","E10+","WiiU"
"Just Dance 4",2012,"Misc","E10+","X360"
"Just Dance Kids",2010,"Misc","E","Wii"
"Just Dance Kids 2",2011,"Misc","E","PS3"
"Just Dance Kids 2",2011,"Misc","E","Wii"
"Just Dance Kids 2",2011,"Misc","E","X360"
"Just Dance Wii",2011,"Misc","","Wii"
"Just Dance Wii 2",2012,"Misc","","Wii"
"Just Dance Wii U",2014,"Misc","","WiiU"
"Just Dance: Disney Party",2012,"Misc","E","Wii"
"Just Dance: Disney Party",2012,"Misc","E","X360"
"Just Dance: Disney Party 2",2015,"Action","E","WiiU"
"Just Dance: Disney Party 2",2015,"Action","E","X360"
"Just Dance: Disney Party 2",2015,"Action","E","XOne"
"Just Dance: Greatest Hits",2012,"Misc","E10+","Wii"
"Just Dance: Summer Party",2011,"Misc","E10+","Wii"
"Just In Time Translations",2009,"Misc","E","DS"
"Just Sing!",2009,"Misc","","DS"
"Just Sing! Vol. 2",2011,"Misc","","DS"
"Justice League Heroes",2006,"Role-Playing","E10+","DS"
"Justice League Heroes",2006,"Role-Playing","T","PSP"
"Justice League Heroes: The Flash",2006,"Action","E10+","GBA"
"Justice League: Chronicles",2003,"Platform","E","GBA"
"Juusanshi Engi Engetsu Sangokuden 2",2014,"Action","","PSP"
"Jyuzaengi: Engetsu Sangokuden",2012,"Action","","PSP"
"K-1 Grand Prix",1999,"Fighting","","PS"
"K-1 Revenge",1997,"Fighting","","PS"
"K-1 World Grand Prix",2002,"Sports","T","PS2"
"K-On! After School Live!! HD Ver.",2012,"Action","","PS3"
"K-ON! Houkago Live!!",2010,"Misc","","PSP"
"Kaboom!",1980,"Misc","","2600"
"Kabu Trader Shun",2007,"Action","","DS"
"Kabuki Warriors",2001,"Action","M","XB"
"Kabushiki Baibai Trainer: Kabutore!",2006,"Simulation","","DS"
"Kabushiki Baibai Trainer: Kabutore! Next",2007,"Simulation","","DS"
"Kadenz fermata//Akkord:fortissimo",2014,"Adventure","","PSV"
"Kagero: Deception II",1998,"Strategy","","PS"
"Kaidan Restaurant: Ura Menu 100-Sen",2010,"Misc","","DS"
"Kaidan Restaurant: Zoku! Shin Menu 100-Sen",2011,"Misc","","DS"
"Kaijuu Busters",2009,"Action","","DS"
"Kaijuu Busters Powered",2011,"Action","","DS"
"Kaite Shabette Hajimeyou! Monster Farm DS",2007,"Role-Playing","","DS"
"Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki",2015,"Action","","3DS"
"Kaitou Rousseau",2006,"Action","","DS"
"Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu",2011,"Adventure","","PSP"
"Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!",2011,"Action","","DS"
"Kakuto Chojin",2002,"Fighting","T","XB"
"Kakyuusei",1997,"Strategy","","SAT"
"Kaleidoeve",2015,"Adventure","","PSV"
"Kamaitachi no Yoru",1994,"Adventure","","SNES"
"Kamaitachi no Yoru 2",2002,"Adventure","","PS2"
"Kamaitachi no Yoru 2: Tokubetsu Hen",2006,"Adventure","","PSP"
"Kamaitachi no Yoru Ã— 3",2006,"Adventure","","PS2"
"Kamen Rider Battle: Ganbaride",2010,"Strategy","","DS"
"Kamen Rider Kabuto",2006,"Action","","PS2"
"Kamen Rider Ryuki",2002,"Action","","PS"
"Kamen Rider: Battride War",2013,"Action","","PS3"
"Kamen Rider: Battride War Genesis",2016,"Action","","PS3"
"Kamen Rider: Battride War Genesis",2016,"Action","","PS4"
"Kamen Rider: Battride War Genesis",2016,"Action","","PSV"
"Kamen Rider: Battride War II",2014,"Action","","PS3"
"Kamen Rider: Battride War II",2014,"Action","","WiiU"
"Kamen Rider: Climax Heroes",2009,"Fighting","","PS2"
"Kamen Rider: Dragon Knight",2009,"Fighting","T","DS"
"Kamen Rider: Dragon Knight",2009,"Fighting","T","Wii"
"Kamen Rider: Travelers Senki",2013,"Action","","3DS"
"Kameo: Elements of Power",2005,"Action","T","X360"
"Kami Naru Kimi to",2011,"Adventure","","PSP"
"Kamigami no Asobi",2013,"Adventure","","PSP"
"Kamigami no Asobi InFinite",2016,"Adventure","","PSV"
"Kamiwaza",2006,"Action","","PS2"
"Kan Colle Kai",2016,"Action","","PSV"
"Kana: Imouto",2010,"Adventure","","PSP"
"Kane & Lynch 2: Dog Days",2010,"Shooter","","PC"
"Kane & Lynch 2: Dog Days",2010,"Shooter","","PS3"
"Kane & Lynch 2: Dog Days",2010,"Shooter","","X360"
"Kane & Lynch: Dead Men",2007,"Shooter","","PS3"
"Kane & Lynch: Dead Men",2007,"Shooter","","X360"
"Kangaroo",1982,"Platform","","2600"
"Kangokutou Mary Skelter",2016,"Role-Playing","","PSV"
"Kanji Sonomama DS Rakubiki Jiten",2006,"Misc","","DS"
"Kannou Mukashi Banashi Portable",2012,"Adventure","","PSP"
"Kanokon: Esuii",2008,"Adventure","","PS2"
"Kanon",2000,"Adventure","","DC"
"Kenyuu Densetsu Yaiba",1994,"Action","","SNES"
"Legend of Kay",2010,"Action","E","DS"
"Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS",2006,"Misc","","DS"
"Kanuchi: Shiroki Tsubasa no Shou",2008,"Adventure","","PS2"
"Kanzen Chuuki Pro Yakyuu Greatest Nine",1995,"Sports","","SAT"
"Kao Challengers",2005,"Platform","E","PSP"
"Kao the Kangaroo",2001,"Platform","E","GBA"
"Kao the Kangaroo Round 2",2005,"Platform","E","GC"
"Kao the Kangaroo Round 2",2005,"Platform","E","PS2"
"Karaoke Joysound Wii",2008,"Misc","E10+","Wii"
"Karaoke Joysound Wii DX",2009,"Misc","","Wii"
"Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!",2010,"Misc","","Wii"
"Karaoke Revolution",2003,"Misc","E","PS2"
"Karaoke Revolution",2009,"Misc","T","PS3"
"Karaoke Revolution",2009,"Misc","T","Wii"
"Karaoke Revolution",2009,"Misc","T","X360"
"Karaoke Revolution",2004,"Misc","E","XB"
"Karaoke Revolution Glee",2010,"Misc","T","Wii"
"Karaoke Revolution Glee 2: Road to Regionals",2011,"Misc","","Wii"
"Karaoke Revolution Glee: Volume 3",2011,"Misc","T","Wii"
"Karaoke Revolution Glee: Volume 3",2011,"Misc","T","X360"
"Karaoke Revolution Party",2005,"Misc","E10+","GC"
"Karaoke Revolution Party",2005,"Misc","E10+","PS2"
"Karaoke Revolution Party",2005,"Misc","E10+","XB"
"Karaoke Revolution Presents American Idol Encore",2008,"Misc","E","PS2"
"Karaoke Revolution Presents American Idol Encore",2008,"Misc","E","PS3"
"Karaoke Revolution Presents American Idol Encore",2008,"Misc","E","Wii"
"Karaoke Revolution Presents American Idol Encore",2008,"Misc","E","X360"
"Karaoke Revolution Presents American Idol Encore 2",2008,"Misc","E10+","PS3"
"Karaoke Revolution Presents American Idol Encore 2",2008,"Misc","E10+","Wii"
"Karaoke Revolution Presents American Idol Encore 2",2008,"Misc","E10+","X360"
"Karaoke Revolution Volume 2",2004,"Misc","E","PS2"
"Karaoke Revolution Volume 3",2004,"Misc","E","PS2"
"Karate",0,"Fighting","","2600"
"Karnaaj Rally",2003,"Racing","E","GBA"
"Kart Racer",2009,"Racing","E","Wii"
"Kartia: The Word of Fate",1998,"Strategy","","PS"
"Katamari Damacy",2004,"Puzzle","E","PS2"
"Katamari Forever",2009,"Puzzle","E","PS3"
"Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns",2008,"Adventure","","PS2"
"Katekyoo Hitman Reborn! Battle Arena",2008,"Fighting","","PSP"
"Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst",2009,"Fighting","","PSP"
"Katekyoo Hitman Reborn! Dream Hyper Battle!",2007,"Fighting","","PS2"
"Katekyoo Hitman Reborn! Dream Hyper Battle! Wii",2008,"Fighting","","Wii"
"Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!",2010,"Role-Playing","","DS"
"Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!",2009,"Fighting","","DS"
"Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka",2010,"Action","","DS"
"Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku",2008,"Misc","","DS"
"Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei",2008,"Role-Playing","","DS"
"Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari",2009,"Role-Playing","","DS"
"Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai",2008,"Fighting","","DS"
"Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!",2007,"Fighting","","DS"
"Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu",2007,"Fighting","","DS"
"Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival",2008,"Action","","DS"
"Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen",2009,"Action","","DS"
"Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!",2007,"Action","","DS"
"Katekyoo Hitman Reborn! Kindan no Yami no Delta",2008,"Action","","PS2"
"Katekyoo Hitman Reborn! Kindan no Yami no Delta",2008,"Action","","Wii"
"Katekyoo Hitman Reborn! Kizuna no Tag Battle",2010,"Fighting","","PSP"
"Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!",2007,"Action","","PS2"
"Kawa no Nushi Tsuri",1998,"Sports","","PS"
"Kawaii Koinu DS 3",2010,"Simulation","","DS"
"Kawasaki Jet Ski",2008,"Racing","E","Wii"
"Kawasaki Quad Bikes",2007,"Racing","E","Wii"
"Kawasaki Snowmobiles",2008,"Racing","E","Wii"
"Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2",2006,"Misc","","PSP"
"Kazoku Keikaku",2010,"Adventure","","PSP"
"Keiba Eight Special",1993,"Sports","","SNES"
"Kekkaishi: Karasumori Ayakashi Kidan",2007,"Action","","DS"
"Kekkaishi: Kokubourou no Kage",2007,"Action","","Wii"
"Kekkaishi: Kokubourou Shuurai",2008,"Action","","DS"
"Kekkon Zenya",1995,"Adventure","","SAT"
"Kekkon: Marriage",1995,"Adventure","","SAT"
"Kelly Slater's Pro Surfer",2002,"Sports","E","GBA"
"Kelly Slater's Pro Surfer",2002,"Sports","E","GC"
"Kelly Slater's Pro Surfer",2002,"Sports","E","PS2"
"Kelly Slater's Pro Surfer",2002,"Sports","E","XB"
"Ken Griffey Jr.'s Slugfest",1999,"Sports","","N64"
"Ken to Mahou to Gakuen Mono. 2",2009,"Role-Playing","","PSP"
"Ken to Mahou to Gakuen Mono. 2G",2010,"Role-Playing","","PS3"
"Ken to Mahou to Gakuen Mono. 3",2010,"Role-Playing","","PS3"
"Ken to Mahou to Gakuen Mono. 3",2010,"Role-Playing","","PSP"
"Ken to Mahou to Gakuen Mono. 3D",2011,"Role-Playing","","3DS"
"Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama",2011,"Strategy","","PSP"
"Kengo: Legend of The 9",2006,"Fighting","M","X360"
"Kengo: Master of Bushido",2000,"Fighting","M","PS2"
"Kenka Bancho Bros: Tokyo Battle Royale",2012,"Action","","PSP"
"Kenka Bancho Otome",2016,"Action","","PSV"
"Kenka Bancho: Badass Rumble",2008,"Action","T","PSP"
"Kenka Banchou 2: Full Throttle",2007,"Action","","PS2"
"Kenka Banchou 4: Ichinen Sensou",2010,"Action","","PSP"
"Kenka Banchou 5: Otoko no Housoku",2011,"Action","","PSP"
"Kenka Banchou 6: Soul & Blood",2015,"Fighting","","3DS"
"Kenka Banchou Portable",2009,"Action","","PSP"
"Kenkou Ouen Recipe 1000: DS Kondate Zenshuu",2006,"Misc","","DS"
"Kensei: Sacred Fist",1997,"Fighting","","PS"
"Kenshuui Tendo Dokuta",2004,"Simulation","","DS"
"Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2",2007,"Action","","DS"
"Keroro RPG: Kishi to Musha to Densetsu no Kaizoku",2010,"Role-Playing","","DS"
"Keshisasu-Kun: Battle Kas-tival",2010,"Action","","DS"
"Kessen",2000,"Strategy","T","PS2"
"Kessen II",2001,"Strategy","T","PS2"
"Kessen III",2004,"Strategy","T","PS2"
"Ketsui Death Label",2008,"Shooter","","DS"
"Ketsui: Kizuna Jigoku Tachi Extra",2010,"Shooter","","X360"
"Kevin Van Dam: Big Bass Challenge",2010,"Sports","","Wii"
"Keystone Kapers",1982,"Action","","2600"
"Kid Adventures: Sky Captain",2010,"Action","E","Wii"
"Kid Fit Island Resort",2010,"Sports","E","Wii"
"Kid Icarus",1986,"Platform","","NES"
"Kid Icarus: Uprising",2012,"Action","E10+","3DS"
"Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!",2005,"Misc","","DS"
"Kidou Senkan Nadesico",1997,"Strategy","","SAT"
"Kidou Senshi Gundam 00",2008,"Action","","DS"
"Kidou Senshi Gundam F91: Formula Senki 0122",1991,"Strategy","","SNES"
"Kidou Senshi Gundam Seed Battle Destiny",2012,"Action","","PSV"
"Kidou Senshi Gundam UC",2012,"Action","","PS3"
"Kidou Senshi Gundam: Extreme VS",2011,"Fighting","","PS3"
"Kidou Senshi Gundam: Giren no Yabou",1998,"Strategy","","SAT"
"Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui",2008,"Strategy","","PSP"
"Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V",2009,"Strategy","","PS2"
"Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V",2009,"Strategy","","PSP"
"Kidou Senshi Gundam: Senjou no Kizuna Portable",2009,"Strategy","","PSP"
"Kidou Senshi Gundam: Shin Gihren no Yabou",2011,"Strategy","","PSP"
"Kidou Senshi V Gundam",1994,"Action","","SNES"
"Kids Learn Math: A+ Edition",2011,"Misc","","DS"
"Kids Learn Music A+ Edition",2011,"Misc","","DS"
"Kidz Bop Dance Party! The Video Game",2010,"Misc","","Wii"
"Kidz Sports: Crazy Golf",2008,"Sports","E","Wii"
"Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore",2008,"Misc","","DS"
"Kikou Heidan J-Phoenix",2001,"Action","","PS2"
"Kikou Heidan J-Phoenix 2",2003,"Action","","PS2"
"Kikou Heidan J-Phoenix: Cobalt Shoutaihen",2002,"Action","","PS2"
"Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training",2007,"Misc","","DS"
"Kilari: Na-san Mon Meilleur Ami",2006,"Simulation","","DS"
"Kileak: The DNA Imperative",1994,"Shooter","","PS"
"Kill.Switch",2004,"Shooter","T","GBA"
"Kill.Switch",2003,"Shooter","T","PS2"
"Kill.Switch",2003,"Shooter","T","XB"
"Killer Instinct",1995,"Fighting","","SNES"
"Killer Instinct (2013)",2013,"Fighting","","XOne"
"Killer Instinct Gold",1996,"Fighting","","N64"
"Killer is Dead",2013,"Action","M","PS3"
"Killer is Dead",2013,"Action","M","X360"
"Killer Loop",1999,"Racing","","PS"
"Killer7",2005,"Action","M","GC"
"Killer7",2005,"Action","M","PS2"
"Killing Floor 2 ",2016,"Shooter","M","PS4"
"Killing Zone",1996,"Fighting","","PS"
"Killzone",2004,"Shooter","M","PS2"
"Killzone 2",2009,"Shooter","M","PS3"
"Killzone 3",2011,"Shooter","M","PS3"
"Killzone: Liberation",2006,"Shooter","T","PSP"
"Killzone: Mercenary",2013,"Shooter","M","PSV"
"Killzone: Shadow Fall",2013,"Shooter","M","PS4"
"Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki",2008,"Adventure","","PS2"
"Kimi ni Todoke: Sodateru Omoi",2009,"Adventure","","DS"
"Kimi ni Todoke: Tsutaeru Kimochi",2011,"Adventure","","DS"
"Kimi no Yuusha",2008,"Role-Playing","","DS"
"Kimikare: New Semester",2012,"Action","","PSP"
"KimiKiss",2006,"Adventure","","PS2"
"KimiKiss (ebKore+)",2008,"Adventure","","PS2"
"Kinect Adventures!",2010,"Misc","E","X360"
"Kinect Joy Ride",2010,"Racing","E","X360"
"Kinect Rush: A Disney Pixar Adventure",2012,"Adventure","E","X360"
"Kinect Sports",2010,"Sports","E10+","X360"
"Kinect Sports Rivals",2014,"Sports","E10+","XOne"
"Kinect Sports: Season Two",2011,"Sports","E","X360"
"Kinect Star Wars",2012,"Action","T","X360"
"Kinect: Disneyland Adventures",2011,"Misc","E10+","X360"
"Kinectimals",2010,"Simulation","E","X360"
"Kinectimals: Now with Bears!",2011,"Misc","","X360"
"Kinetica",2001,"Racing","T","PS2"
"King's Bounty: Armored Princess",2009,"Role-Playing","T","PC"
"King's Field",1995,"Role-Playing","","PS"
"King's Field (Japan)",1994,"Role-Playing","","PS"
"King's Field II",1996,"Role-Playing","","PS"
"King's Field: The Ancient City",2001,"Role-Playing","T","PS2"
"King's Quest: The Complete Collection",2016,"Adventure","E10+","PS4"
"King Arthur",2004,"Action","T","GC"
"King Arthur",2004,"Action","T","PS2"
"King Arthur",2004,"Action","T","XB"
"King Arthur II",2011,"Strategy","","PC"
"King Kong",1981,"Action","","2600"
"King of Clubs: Mini Golf",2008,"Sports","","Wii"
"King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc",2002,"Fighting","","PS2"
"King of Fighters 2002: Unlimited Match Tougeki Ver.",2010,"Fighting","","PS2"
"King of Fighters: Maximum Impact",2004,"Fighting","T","PS2"
"King of Fighters: Maximum Impact Regulation A",2007,"Fighting","","PS2"
"Kingdom Hearts",2002,"Role-Playing","E","PS2"
"Kingdom Hearts",2013,"Role-Playing","","PS3"
"Kingdom Hearts 358/2 Days",2009,"Role-Playing","E10+","DS"
"Kingdom Hearts 3D: Dream Drop Distance",2012,"Action","E10+","3DS"
"Kingdom Hearts II",2005,"Role-Playing","E10+","PS2"
"Kingdom Hearts II",2014,"Role-Playing","","PS3"
"Kingdom Hearts Re: Chain of Memories",2008,"Role-Playing","E10+","PS2"
"Kingdom Hearts Re:coded",2010,"Role-Playing","E10+","DS"
"Kingdom Hearts: Birth by Sleep",2010,"Role-Playing","E10+","PSP"
"Kingdom Hearts: Birth by Sleep - Final Mix",2011,"Role-Playing","","PSP"
"Kingdom Hearts: Chain of Memories",2004,"Role-Playing","E","GBA"
"Kingdom of Paradise",2005,"Role-Playing","T","PSP"
"Legasista",2012,"Role-Playing","T","PS3"
"Kingdom Under Fire: Circle of Doom",2007,"Role-Playing","M","X360"
"Kingdom Under Fire: Heroes",2005,"Strategy","M","XB"
"Kingdom Under Fire: The Crusaders",2004,"Strategy","M","XB"
"Kingdom: Ikkitousen no Ken",2010,"Action","","PSP"
"Kingdoms of Amalur: Reckoning",2012,"Role-Playing","M","PC"
"Kingdoms of Amalur: Reckoning",2012,"Role-Playing","M","PS3"
"Kingdoms of Amalur: Reckoning",2012,"Role-Playing","M","X360"
"Kiniro no Corda 2",2007,"Role-Playing","","PS2"
"Kiniro no Corda 2 Encore",2007,"Role-Playing","","PS2"
"Kiniro no Corda 2 f",2009,"Role-Playing","","PSP"
"Kiniro no Corda 2 f Encore",2009,"Role-Playing","","PSP"
"Kiniro no Corda 3",2015,"Adventure","","3DS"
"Kiniro no Corda 3",2010,"Adventure","","PS2"
"Kiniro no Corda 3",2010,"Adventure","","PSP"
"Kinnikuman Muscle Grand Prix Max",2006,"Fighting","","PS2"
"Kinnikuman Muscle Grand Prix Max 2: Tokumori",2008,"Fighting","","PS2"
"Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki",2009,"Adventure","","DS"
"Kirarin * Revolution: Kira Kira Idol Audition",2006,"Simulation","","DS"
"Kirarin * Revolution: Mezase! Idol Queen",2007,"Simulation","","DS"
"Kirarin * Revolution: Minna de Odorou Furi Furi Debut!",2008,"Simulation","","DS"
"Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage",2007,"Simulation","","DS"
"Kirby's Adventure",1993,"Platform","","NES"
"Kirby's Block Ball",1995,"Puzzle","","GB"
"Kirby's Dream Collection: Special Edition",2012,"Action","E10+","Wii"
"Kirby's Dream Course",1994,"Sports","","SNES"
"Kirby's Dream Land",1992,"Platform","","GB"
"Kirby's Dream Land 2",1995,"Platform","","GB"
"Kirby's Dream Land 3",1997,"Platform","","SNES"
"Kirby's Epic Yarn",2010,"Platform","","Wii"
